business_name,surgeon_name,qualifications,procedures,rating,review_count,street,city,state,primary_location,country,phone,phone_original,website,category,google_maps_url,years_experience,estimated_procedures,slug,meta_title,meta_description,priority_score,tier,location_display
BODY By Andi,BODY By Andi,,,5,16,31 Dawson St,Coburg North,VIC,Melbourne,AU,+61401432301,+61 401 432 301,https://bodybyandi.com.au/,Personal trainer,https://www.google.com/maps/search/?api=1&query=BODY%20By%20Andi&query_place_id=ChIJERwQ-TJb1moRPeK9ilEg0Dg,5,750,body-by-andi-coburg-north,BODY By Andi - Bariatric Surgeon Coburg North | Gastric Sleeve & Bypass,"BODY By Andi is an experienced bariatric surgeon in Coburg North with 5+ years experience. Rating: 5.0 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",40.00,3,"Coburg North, VIC"
BodyFree Weight Loss Clinic,BodyFree Weight Loss Clinic,,general-bariatric,3.9,20,"Rpah Medical Centre Suite 306, 100 Carillon Ave",Newtown,NSW,Sydney,AU,+61295655505,+61 2 9565 5505,https://www.bodyfree.com.au/,Specialized clinic,https://www.google.com/maps/search/?api=1&query=BodyFree%20Weight%20Loss%20Clinic&query_place_id=ChIJL-NlmC2wEmsR5kyum4cf6Uw,5,750,bodyfree-weight-loss-clinic-newtown,BodyFree Weight Loss Clinic - Bariatric Surgeon Newtown | Gastric Sleeve & Bypass,"BodyFree Weight Loss Clinic is an experienced bariatric surgeon in Newtown with 5+ years experience. Rating: 3.9 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",39.00,3,"Newtown, NSW"
Dr Sandra Cabot,Sandra Cabot,Dr,,4.2,18,Unit 5/48 Anderson Rd,Smeaton Grange,NSW,Other,AU,+61246554666,+61 2 4655 4666,https://www.drsandracabotclinics.com.au/,Medical clinic,https://www.google.com/maps/search/?api=1&query=Dr%20Sandra%20Cabot&query_place_id=ChIJfff2ScfwEmsRBiFAURIFchs,5,750,sandra-cabot-smeaton-grange,Sandra Cabot - Bariatric Surgeon Smeaton Grange | Gastric Sleeve & Bypass,"Sandra Cabot is an experienced bariatric surgeon in Smeaton Grange with 5+ years experience. Rating: 4.2 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",37.80,3,"Smeaton Grange, NSW"
Dr Fadil Khaleal,Fadil Khaleal,Dr,,4.6,16,17/20-24 Castlereagh St,Penrith,NSW,Sydney,AU,+61291998040,+61 2 9199 8040,http://sydneymetabolicsurgery.com.au/,Surgeon,https://www.google.com/maps/search/?api=1&query=Dr%20Fadil%20Khaleal&query_place_id=ChIJWeLu14qFEmsRFatTfV5QTtU,5,750,fadil-khaleal-penrith,Fadil Khaleal - Bariatric Surgeon Penrith | Gastric Sleeve & Bypass,"Fadil Khaleal is an experienced bariatric surgeon in Penrith with 5+ years experience. Rating: 4.6 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",36.80,3,"Penrith, NSW"
Deconstructing Diabetes - Simplify Eating with Diabetes,Deconstructing Diabetes - Simplify Eating with Diabetes,,,4.9,15,180 Queens Parade,Fitzroy North,VIC,Other,AU,+61477962832,+61 477 962 832,https://deconstructingdiabetes.com.au/,Nutritionist,https://www.google.com/maps/search/?api=1&query=Deconstructing%20Diabetes%20-%20Simplify%20Eating%20with%20Diabetes&query_place_id=ChIJubvpgQtc1moRDtnnVY2hfho,5,750,deconstructing-diabetes-simplify-eating-with-diabetes-fitzroy-north,Deconstructing Diabetes - Simplify Eating with Diabetes - Bariatric Surgeon Fitzroy North | Gastric Sleeve & Bypass,"Deconstructing Diabetes - Simplify Eating with Diabetes is an experienced bariatric surgeon in Fitzroy North with 5+ years experience. Rating: 4.9 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",36.75,3,"Fitzroy North, VIC"
Dr. Peter Nottle,Peter Nottle,Dr.,,4.9,15,42 The Avenue,Windsor,VIC,Other,AU,+61395213615,+61 3 9521 3615,https://laparoscopicsurgery.com.au/,Doctor,https://www.google.com/maps/search/?api=1&query=Dr.%20Peter%20Nottle&query_place_id=ChIJKTiUmTFo1moRiYi0QnKJ4Wo,5,750,peter-nottle-windsor,Peter Nottle - Bariatric Surgeon Windsor | Gastric Sleeve & Bypass,"Peter Nottle is an experienced bariatric surgeon in Windsor with 5+ years experience. Rating: 4.9 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",36.75,3,"Windsor, VIC"
Womens Weight Loss Surgery,Womens Weight Loss Surgery,,general-bariatric,4.3,17,"Consulting Suite D6, Level 1, Building 2/490 South Rd",Moorabbin,VIC,Melbourne,AU,+61380606694,+61 3 8060 6694,http://womensweightloss.com.au/,Bariatric surgeon,https://www.google.com/maps/search/?api=1&query=Womens%20Weight%20Loss%20Surgery&query_place_id=ChIJ__-_80xo1moRMXUPGsbFILg,5,750,womens-weight-loss-surgery-moorabbin,Womens Weight Loss Surgery - Bariatric Surgeon Moorabbin | Gastric Sleeve & Bypass,"Womens Weight Loss Surgery is an experienced bariatric surgeon in Moorabbin with 5+ years experience. Rating: 4.3 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",36.55,3,"Moorabbin, VIC"
Healthy Weight Australia - NSW,Healthy Weight Australia - NSW,,general-bariatric,4.2,17,G11/2-4 Aberdour Ave,Rouse Hill,NSW,Sydney,AU,+61478088669,+61 478 088 669,http://healthyweightaustralia.com.au/,Weight loss service,https://www.google.com/maps/search/?api=1&query=Healthy%20Weight%20Australia%20-%20NSW&query_place_id=ChIJAQDQLq6fEmsRnYUlI710keo,5,750,healthy-weight-australia-nsw-rouse-hill,Healthy Weight Australia - NSW - Bariatric Surgeon Rouse Hill | Gastric Sleeve & Bypass,"Healthy Weight Australia - NSW is an experienced bariatric surgeon in Rouse Hill with 5+ years experience. Rating: 4.2 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",35.70,3,"Rouse Hill, NSW"
Dr. Chris Nahm,Chris Nahm,Dr.,,5,14,"Norwest Gi, Q Central Building, Suite 302/10 Norbrik Dr",Bella Vista,NSW,Sydney,AU,+61298997322,+61 2 9899 7322,http://drchrisnahm.com.au/,Surgeon,https://www.google.com/maps/search/?api=1&query=Dr.%20Chris%20Nahm&query_place_id=ChIJj1tSAIOZEmsRgU7IxMqRQvU,5,750,chris-nahm-bella-vista,Chris Nahm - Bariatric Surgeon Bella Vista | Gastric Sleeve & Bypass,"Chris Nahm is an experienced bariatric surgeon in Bella Vista with 5+ years experience. Rating: 5.0 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",35.00,3,"Bella Vista, NSW"
Melbourne Gastro-Oesophageal Surgery,Melbourne Gastro-Oesophageal Surgery,,,5,14,Suite 301/100 Victoria Parade,East Melbourne,VIC,Melbourne,AU,+61394164418,+61 3 9416 4418,https://www.mgos.com.au/,Surgical center,https://www.google.com/maps/search/?api=1&query=Melbourne%20Gastro-Oesophageal%20Surgery&query_place_id=ChIJaVXC1cRC1moR79fFWknBuPc,5,750,melbourne-gastro-oesophageal-surgery-east-melbourne,Melbourne Gastro-Oesophageal Surgery - Bariatric Surgeon East Melbourne | Gastric Sleeve & Bypass,"Melbourne Gastro-Oesophageal Surgery is an experienced bariatric surgeon in East Melbourne with 5+ years experience. Rating: 5.0 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",35.00,3,"East Melbourne, VIC"
Mr Liang Low,Liang Low,Mr,,5,14,301 Blackburn Rd,Mount Waverley,VIC,Other,AU,+61398878530,+61 3 9887 8530,,Surgeon,https://www.google.com/maps/search/?api=1&query=Mr%20Liang%20Low&query_place_id=ChIJ1bfbmfE_1moRGroHrgCR6bM,5,750,liang-low-mount-waverley,Liang Low - Bariatric Surgeon Mount Waverley | Gastric Sleeve & Bypass,"Liang Low is an experienced bariatric surgeon in Mount Waverley with 5+ years experience. Rating: 5.0 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",35.00,3,"Mount Waverley, VIC"
Body Genesis Institute Wheelers Hill,Body Genesis Institute Wheelers Hill,,general-bariatric,5,14,201/202 Jells Rd,Wheelers Hill,VIC,Other,AU,+61394667799,+61 3 9466 7799,http://www.centreforweightloss.com.au/,Bariatric surgeon,https://www.google.com/maps/search/?api=1&query=Body%20Genesis%20Institute%20Wheelers%20Hill&query_place_id=ChIJgZsrtg0V1moR3bU-oLt3-Pc,5,750,body-genesis-institute-wheelers-hill-wheelers-hill,Body Genesis Institute Wheelers Hill - Bariatric Surgeon Wheelers Hill | Gastric Sleeve & Bypass,"Body Genesis Institute Wheelers Hill is an experienced bariatric surgeon in Wheelers Hill with 5+ years experience. Rating: 5.0 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",35.00,3,"Wheelers Hill, VIC"
Mr Anthony Clough - Melbourne Centre for Bariatic Surgery,Anthony Clough - Melbourne Centre for Bariatic Surgery,Mr,,4.9,14,1 Arnold St,Box Hill,VIC,Melbourne,AU,+61399583000,+61 3 9958 3000,http://www.anthonyclough.com.au/,Surgeon,https://www.google.com/maps/search/?api=1&query=Mr%20Anthony%20Clough%20-%20Melbourne%20Centre%20for%20Bariatic%20Surgery&query_place_id=ChIJkeFJl7ZA1moRNoUu49qyWak,5,750,anthony-clough-melbourne-centre-for-bariatic-surgery-box-hill,Anthony Clough - Melbourne Centre for Bariatic Surgery - Bariatric Surgeon Box Hill | Gastric Sleeve & Bypass,"Anthony Clough - Melbourne Centre for Bariatic Surgery is an experienced bariatric surgeon in Box Hill with 5+ years experience. Rating: 4.9 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",34.30,3,"Box Hill, VIC"
Integrated Specialist Healthcare,Integrated Specialist Healthcare,,,3.8,18,1/531 – 533 Kingsway,Miranda,NSW,Sydney,AU,+61295252340,+61 2 9525 2340,https://ishc.org.au/,Specialized clinic,https://www.google.com/maps/search/?api=1&query=Integrated%20Specialist%20Healthcare&query_place_id=ChIJaYcxDYXHEmsRGWcS7Lve2Qw,5,750,integrated-specialist-healthcare-miranda,Integrated Specialist Healthcare - Bariatric Surgeon Miranda | Gastric Sleeve & Bypass,"Integrated Specialist Healthcare is an experienced bariatric surgeon in Miranda with 5+ years experience. Rating: 3.8 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",34.20,3,"Miranda, NSW"
Dr Rohan Gett,Rohan Gett,Dr,,4.5,15,438 Victoria St,Darlinghurst,NSW,Other,AU,+61283826675,+61 2 8382 6675,https://www.sydneycolorectalsurgery.com.au/,Doctor,https://www.google.com/maps/search/?api=1&query=Dr%20Rohan%20Gett&query_place_id=ChIJv8XLfBCuEmsR4VBiGYFOccY,5,750,rohan-gett-darlinghurst,Rohan Gett - Bariatric Surgeon Darlinghurst | Gastric Sleeve & Bypass,"Rohan Gett is an experienced bariatric surgeon in Darlinghurst with 5+ years experience. Rating: 4.5 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",33.75,3,"Darlinghurst, NSW"
Healthcare Professionals Group,Healthcare Professionals Group,,,4.5,15,14/111 Elizabeth St,Sydney,NSW,Sydney,AU,,,http://www.hpgconnect.com/,Employment agency,https://www.google.com/maps/search/?api=1&query=Healthcare%20Professionals%20Group&query_place_id=ChIJXeVBkdyvEmsR2fO9IgguogM,5,750,healthcare-professionals-group-sydney,Healthcare Professionals Group - Bariatric Surgeon Sydney | Gastric Sleeve & Bypass,"Healthcare Professionals Group is an experienced bariatric surgeon in Sydney with 5+ years experience. Rating: 4.5 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",33.75,3,"Sydney, NSW"
Dr Suhirdan Vivekanandarajah,Suhirdan Vivekanandarajah,Dr,,5,13,Suite 601/438 Victoria St,Darlinghurst,NSW,Other,AU,+61283826622,+61 2 8382 6622,http://sydneygastroenterologist.com.au/,Gastroenterologist,https://www.google.com/maps/search/?api=1&query=Dr%20Suhirdan%20Vivekanandarajah&query_place_id=ChIJG6ZBaRCuEmsR9V81Ke2TZmY,5,750,suhirdan-vivekanandarajah-darlinghurst,Suhirdan Vivekanandarajah - Bariatric Surgeon Darlinghurst | Gastric Sleeve & Bypass,"Suhirdan Vivekanandarajah is an experienced bariatric surgeon in Darlinghurst with 5+ years experience. Rating: 5.0 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",32.50,3,"Darlinghurst, NSW"
St John of God Berwick Specialist Centre,St John of God Berwick Specialist Centre,,,4,16,55 Kangan Dr,Berwick,VIC,Melbourne,AU,,,,Medical Center,https://www.google.com/maps/search/?api=1&query=St%20John%20of%20God%20Berwick%20Specialist%20Centre&query_place_id=ChIJJ_j46K4b1moR4dzIeyRirPw,5,750,st-john-of-god-berwick-specialist-centre-berwick,St John of God Berwick Specialist Centre - Bariatric Surgeon Berwick | Gastric Sleeve & Bypass,"St John of God Berwick Specialist Centre is an experienced bariatric surgeon in Berwick with 5+ years experience. Rating: 4.0 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",32.00,3,"Berwick, VIC"
Sydney Spine Institute,Sydney Spine Institute,,,4.4,14,Suite 107/3 Railway Parade,Burwood,NSW,Other,AU,+61297155007,+61 2 9715 5007,http://www.sydneyspineinstitute.com.au/,Neurosurgeon,https://www.google.com/maps/search/?api=1&query=Sydney%20Spine%20Institute&query_place_id=ChIJMYez9du6EmsRrWq8U54bG3E,5,750,sydney-spine-institute-burwood,Sydney Spine Institute - Bariatric Surgeon Burwood | Gastric Sleeve & Bypass,"Sydney Spine Institute is an experienced bariatric surgeon in Burwood with 5+ years experience. Rating: 4.4 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",30.80,3,"Burwood, NSW"
Dr Ken Loi,Ken Loi,Dr,,4.4,14,Suite 18 Level 5/1 South St,Kogarah,NSW,Sydney,AU,+61295878813,+61 2 9587 8813,https://www.stgeorgeobesitysurgery.com.au/,Gastroenterologist,https://www.google.com/maps/search/?api=1&query=Dr%20Ken%20Loi&query_place_id=ChIJEf4EBOS5EmsRhJ0_VhElfu0,5,750,ken-loi-kogarah,Ken Loi - Bariatric Surgeon Kogarah | Gastric Sleeve & Bypass,"Ken Loi is an experienced bariatric surgeon in Kogarah with 5+ years experience. Rating: 4.4 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",30.80,3,"Kogarah, NSW"
MP Sports Physicians,MP Sports Physicians,,,4.5,13,1/20 Clarendon St,Frankston,VIC,Melbourne,AU,+61397702398,+61 3 9770 2398,http://www.mpsportsphysicians.com.au/,Sports medicine clinic,https://www.google.com/maps/search/?api=1&query=MP%20Sports%20Physicians&query_place_id=ChIJm9fu7il11moRcJ0H5vFd6K4,5,750,mp-sports-physicians-frankston,MP Sports Physicians - Bariatric Surgeon Frankston | Gastric Sleeve & Bypass,"MP Sports Physicians is an experienced bariatric surgeon in Frankston with 5+ years experience. Rating: 4.5 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",29.25,3,"Frankston, VIC"
Advanced Surgicare - Dr V. Kuzinkovas,Advanced Surgicare - Dr V. Kuzinkovas,,general-bariatric,5,11,"Norwest Private Hospital Suite G3B, Ground Floor/9 Norbrik Dr",Bella Vista,NSW,Sydney,AU,(013) 005 51533,+61 1300 551 533,https://www.advancedobesitysurgery.com.au/?utm_source=google&utm_medium=organic&utm_campaign=google-my-business-bel&utm_term=googlemybusinessbell,Bariatric surgeon,https://www.google.com/maps/search/?api=1&query=Advanced%20Surgicare%20-%20Dr%20V.%20Kuzinkovas&query_place_id=ChIJm_t4ggCiEmsRuS6qenF3XbA,5,750,advanced-surgicare-dr-v-kuzinkovas-bella-vista,Advanced Surgicare - Dr V. Kuzinkovas - Bariatric Surgeon Bella Vista | Gastric Sleeve & Bypass,"Advanced Surgicare - Dr V. Kuzinkovas is an experienced bariatric surgeon in Bella Vista with 5+ years experience. Rating: 5.0 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",27.50,3,"Bella Vista, NSW"
Divine Body Contouring,Divine Body Contouring,,,5,11,31 Dawson St,Coburg North,VIC,Melbourne,AU,+61413460151,+61 413 460 151,http://www.divinebodycontouring.net/,Beauty salon,https://www.google.com/maps/search/?api=1&query=Divine%20Body%20Contouring&query_place_id=ChIJ61-bVc9b1moRJ3IzAOLPQPk,5,750,divine-body-contouring-coburg-north,Divine Body Contouring - Bariatric Surgeon Coburg North | Gastric Sleeve & Bypass,"Divine Body Contouring is an experienced bariatric surgeon in Coburg North with 5+ years experience. Rating: 5.0 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",27.50,3,"Coburg North, VIC"
Reginald V N Lord,Reginald V N Lord,,,3.9,14,Suite 606/438 Victoria St,Darlinghurst,NSW,Other,AU,+61283826671,+61 2 8382 6671,http://lordsurgery.com.au/,Surgeon,https://www.google.com/maps/search/?api=1&query=Reginald%20V%20N%20Lord&query_place_id=ChIJiXZmMhCuEmsRsKcoghrHZX0,5,750,reginald-v-n-lord-darlinghurst,Reginald V N Lord - Bariatric Surgeon Darlinghurst | Gastric Sleeve & Bypass,"Reginald V N Lord is an experienced bariatric surgeon in Darlinghurst with 5+ years experience. Rating: 3.9 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",27.30,3,"Darlinghurst, NSW"
Dr Rohit Kumar - Plastic Surgeon Penrith,Rohit Kumar - Plastic Surgeon Penrith,Dr,,4.2,13,"Somerset Specialist Centre, Suite 2.03, Level 2/38 Somerset St",Kingswood,NSW,Other,AU,(013) 002 67726,+61 1300 267 726,https://www.drkumar.com.au/?utm_source=google&utm_medium=organic&utm_campaign=gmb-penrith,Plastic surgeon,https://www.google.com/maps/search/?api=1&query=Dr%20Rohit%20Kumar%20-%20Plastic%20Surgeon%20Penrith&query_place_id=ChIJfWxBQvSFEmsRSqBCUZ3KD8Y,5,750,rohit-kumar-plastic-surgeon-penrith-kingswood,Rohit Kumar - Plastic Surgeon Penrith - Bariatric Surgeon Kingswood | Gastric Sleeve & Bypass,"Rohit Kumar - Plastic Surgeon Penrith is an experienced bariatric surgeon in Kingswood with 5+ years experience. Rating: 4.2 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",27.30,3,"Kingswood, NSW"
John Berends Implements,John Berends Implements,,,4.4,12,130 Frankston - Dandenong Rd,Dandenong South,VIC,Melbourne,AU,+61397912494,+61 3 9791 2494,https://www.johnberendsimplements.com.au/,Farm equipment supplier,https://www.google.com/maps/search/?api=1&query=John%20Berends%20Implements&query_place_id=ChIJyY8q2twT1moRrwRp7z7byY4,5,750,john-berends-implements-dandenong-south,John Berends Implements - Bariatric Surgeon Dandenong South | Gastric Sleeve & Bypass,"John Berends Implements is an experienced bariatric surgeon in Dandenong South with 5+ years experience. Rating: 4.4 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",26.40,3,"Dandenong South, VIC"
St Vincent's Clinic - Neurology,St Vincent's Clinic - Neurology,,,4.3,12,438 Victoria St,Darlinghurst,NSW,Other,AU,+61283826222,+61 2 8382 6222,https://www.stvincentsclinic.com.au/find-a-doctor/specialties/neurology,Specialized clinic,https://www.google.com/maps/search/?api=1&query=St%20Vincent's%20Clinic%20-%20Neurology&query_place_id=ChIJdyLubhCuEmsRBDDt8tzq2m0,5,750,st-vincents-clinic-neurology-darlinghurst,St Vincent's Clinic - Neurology - Bariatric Surgeon Darlinghurst | Gastric Sleeve & Bypass,"St Vincent's Clinic - Neurology is an experienced bariatric surgeon in Darlinghurst with 5+ years experience. Rating: 4.3 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",25.80,3,"Darlinghurst, NSW"
Valley Private Hospital,Valley Private Hospital,,,4.1,12,2/539 Police Rd,Mulgrave,VIC,Other,AU,,,,,https://www.google.com/maps/search/?api=1&query=Valley%20Private%20Hospital&query_place_id=ChIJ__9DFSAV1moRtUowN3cGZWA,5,750,valley-private-hospital-mulgrave,Valley Private Hospital - Bariatric Surgeon Mulgrave | Gastric Sleeve & Bypass,"Valley Private Hospital is an experienced bariatric surgeon in Mulgrave with 5+ years experience. Rating: 4.1 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",24.60,3,"Mulgrave, VIC"
Wyndham Specialist Care Centre,Wyndham Specialist Care Centre,,,4.4,11,289 Princes Hwy,Werribee,VIC,Other,AU,+61397419300,+61 3 9741 9300,,Doctor,https://www.google.com/maps/search/?api=1&query=Wyndham%20Specialist%20Care%20Centre&query_place_id=ChIJq6o-uFSP1moRbGH23lWt_4Q,5,750,wyndham-specialist-care-centre-werribee,Wyndham Specialist Care Centre - Bariatric Surgeon Werribee | Gastric Sleeve & Bypass,"Wyndham Specialist Care Centre is an experienced bariatric surgeon in Werribee with 5+ years experience. Rating: 4.4 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",24.20,3,"Werribee, VIC"
Melbourne North West Surgical,Melbourne North West Surgical,,,3.1,15,198 Pascoe Vale Rd,Moonee Ponds,VIC,Other,AU,+61393728228,+61 3 9372 8228,http://www.mnws.com.au/,Surgeon,https://www.google.com/maps/search/?api=1&query=Melbourne%20North%20West%20Surgical&query_place_id=ChIJUR-N3Y1c1moRUYhzTDZsaNA,5,750,melbourne-north-west-surgical-moonee-ponds,Melbourne North West Surgical - Bariatric Surgeon Moonee Ponds | Gastric Sleeve & Bypass,"Melbourne North West Surgical is an experienced bariatric surgeon in Moonee Ponds with 5+ years experience. Rating: 3.1 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",23.25,3,"Moonee Ponds, VIC"
